Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
75,"M Marshall, M Belgiu, M Boschetti, M Pepe…","Field-level crop yield estimation with PRISMA and Sentinel-2",2022,"ISPRS journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924271622000739","https://scholar.google.com/scholar?cites=14237450922661287653&as_sdt=2005&sciodt=2007&hl=en",65,"2024-11-27 10:37:00","HTML","","","",,,,,75,37.50,15,5,2,"… We compared the performance of PRISMA and Sentinel-2 spectral bands at important phases of … The PRISMA and Sentinel-2 models on average explained approximately 20% more …","https://www.sciencedirect.com/science/article/pii/S0924271622000739","https://scholar.google.com/scholar?q=related:5ZZIUC6WlcUJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
764,"K Knobloch, U Yoon, PM Vogt","Preferred reporting items for systematic reviews and meta-analyses (PRISMA) statement and publication bias",2011,"Journal of Cranio-Maxillofacial Surgery","Elsevier","https://www.sciencedirect.com/science/article/pii/S1010518210002180","https://scholar.google.com/scholar?cites=10550421765073261453&as_sdt=2005&sciodt=2007&hl=en",66,"2024-11-27 10:37:00","HTML","","","",,,,,764,58.77,255,3,13,"Publication bias is a major problem in evidence based medicine. As well as positive outcome studies being preferentially published or followed by full text publication authors are also …","https://www.sciencedirect.com/science/article/pii/S1010518210002180","https://scholar.google.com/scholar?q=related:jdO9YbKgapIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
81,"A Ciapponi","La declaración PRISMA 2020: una guía actualizada para reportar revisiones sistemáticas",2021,"Evidencia, actualizacion en la práctica ambulatoria","evidencia.org","https://evidencia.org/index.php/Evidencia/article/view/6960","https://scholar.google.com/scholar?cites=8372745348444334171&as_sdt=2005&sciodt=2007&hl=en",67,"2024-11-27 10:37:00","HTML","","","",,,,,81,27.00,81,1,3,"… sistemáticas y metaanálisis (PRISMA, por sus iniciales en … La declaración PRISMA 2020 reemplaza la declaración de … y presenta la lista de verificación PRISMA 2020 (de 27 elementos)…","https://evidencia.org/index.php/Evidencia/article/view/6960","https://scholar.google.com/scholar?q=related:WyjUoIj3MXQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
85,"J Frank","Pelo prisma russo: ensaios sobre literatura e cultura",1992,"","Edusp","","https://scholar.google.com/scholar?cites=16582952391945675146&as_sdt=2005&sciodt=2007&hl=en",68,"2024-11-27 10:37:00","CITATION","","","",,,,,85,2.66,85,1,32,"","","https://scholar.google.com/scholar?q=related:iuEiGVd7IuYJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
223,"A Frigerio, P Rucci, R Goodman, M Ammaniti…","Prevalence and correlates of mental disorders among adolescents in Italy: the PrISMA study",2009,"European child & …","Springer","https://link.springer.com/article/10.1007/s00787-008-0720-x","https://scholar.google.com/scholar?cites=7468003933930893475&as_sdt=2005&sciodt=2007&hl=en",69,"2024-11-27 10:37:00","HTML","10.1007/s00787-008-0720-x","","",,,,,223,14.87,45,5,15,"Background While in the last 5 years several studies have been conducted in Italy on the prevalence of mental disorders in adults, to date no epidemiological study has been targeted …","https://link.springer.com/article/10.1007/s00787-008-0720-x","https://scholar.google.com/scholar?q=related:o7ArvwKuo2cJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
276,"…, N Dubuc, M Tousignant, Prisma Group","Impact of PRISMA, a coordination-type integrated service delivery system for frail older people in Quebec (Canada): A quasi-experimental study",2010,"… Sciences and Social …","academic.oup.com","https://academic.oup.com/psychsocgerontology/article-abstract/65B/1/107/542694","https://scholar.google.com/scholar?cites=15549375244628836784&as_sdt=2005&sciodt=2007&hl=en",70,"2024-11-27 10:37:00","","","","",,,,,276,19.71,69,4,14,"… Program of Research to Integrate Services for the Maintenance of Autonomy (PRISMA) is a … The PRISMA model improves the efficacy of the health care system for frail older people. …","https://academic.oup.com/psychsocgerontology/article/65B/1/107/542694","https://scholar.google.com/scholar?q=related:sMFan2Z6ytcJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
358,"E Stovold, D Beecher, R Foxlee, A Noel-Storr","Study flow diagrams in Cochrane systematic review updates: an adapted PRISMA flow diagram",2014,"Systematic reviews","Springer","https://link.springer.com/article/10.1186/2046-4053-3-54","https://scholar.google.com/scholar?cites=9356177769445329182&as_sdt=2005&sciodt=2007&hl=en",71,"2024-11-27 10:37:00","HTML","10.1186/2046-4053-3-54","","",,,,,358,35.80,90,4,10,"… There is a lack of guidance on how to report the flow of studies in PRISMA diagrams for review updates. Our adapted PRISMA diagram is a simple and pragmatic solution for showing …","https://link.springer.com/article/10.1186/2046-4053-3-54","https://scholar.google.com/scholar?q=related:HgkyMxzS14EJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
326,"M Raîche, R Hébert, MF Dubois","PRISMA-7: a case-finding tool to identify older adults with moderate to severe disabilities",2008,"Archives of gerontology and geriatrics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167494307001409","https://scholar.google.com/scholar?cites=2064192056502715930&as_sdt=2005&sciodt=2007&hl=en",72,"2024-11-27 10:37:00","HTML","","","",,,,,326,20.38,109,3,16,"Many comprehensive rating scales have been developed to assess disabilities. These assessments, which require significant amounts of time, are usually performed by trained …","https://www.sciencedirect.com/science/article/pii/S0167494307001409","https://scholar.google.com/scholar?q=related:GgYHJL17pRwJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
97,"S Persson, P Bodin, E Gill, J Harr, J Jörgensen","PRISMA-an autonomous formation flying mission",2006,"","elib.dlr.de","https://elib.dlr.de/46839/","https://scholar.google.com/scholar?cites=7759459137106108706&as_sdt=2005&sciodt=2007&hl=en",73,"2024-11-27 10:37:00","","","","",,,,,97,5.39,19,5,18,"PRISMA is an ongoing satellite project comprising two satellites. The project constitutes an in-orbit test bed for Guidance, Navigation and Control (GNC) algorithms and sensors for …","https://elib.dlr.de/46839/1/ESA4S_06_10a.pdf","https://scholar.google.com/scholar?q=related:ImFeTPkir2sJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
1920,"LA Stewart, M Clarke, M Rovers, RD Riley…","Preferred reporting items for a systematic review and meta-analysis of individual participant data: the PRISMA-IPD statement",2015,"Jama","jamanetwork.com","https://jamanetwork.com/journals/jama/article-abstract/2279718","https://scholar.google.com/scholar?cites=10966355852210310520&as_sdt=2005&sciodt=2007&hl=en",74,"2024-11-27 10:37:00","","","","",,,,,1920,213.33,384,5,9,"… the PRISMA-IPD checklist and flow diagram by consensus. Findings Compared with standard PRISMA, the PRISMA-… by reorganization of standard PRISMA items relating to interpreting …","https://jamanetwork.com/journals/jama/articlepdf/2279718/jsc150002.pdf","https://scholar.google.com/scholar?q=related:eI2Fm4tSMJgJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
12568,"L Shamseer, D Moher, M Clarke, D Ghersi, A Liberati…","Preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P) 2015: elaboration and explanation",2015,"Bmj","bmj.com","https://www.bmj.com/content/349/bmj.G7647.abstract","https://scholar.google.com/scholar?cites=12815720499468935333&as_sdt=2005&sciodt=2007&hl=en",75,"2024-11-27 10:37:00","","","","",,,,,12568,1396.44,2095,6,9,"… All related guidance documents have undergone iterative revision within the PRISMA-P Group listed at the end of this document; members of the PRISMA-P Group contributed to the …","https://www.bmj.com/content/bmj/349/bmj.g7647.full.pdf","https://scholar.google.com/scholar?q=related:paCJx-SV2rEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
236,"G Urrútia, JJ Yepes-Nuñez…","The PRISMA 2020 statement:: an updated guideline for reporting systematic reviews Declaración PRISMA 2020: una guía actualizada para la publicación de …",2021,"Revista espanola …","portalrecerca.uab.cat","https://portalrecerca.uab.cat/en/publications/the-prisma-2020-statement-an-updated-guideline-for-reporting-syst","https://scholar.google.com/scholar?cites=7167361102495243181&as_sdt=2005&sciodt=2007&hl=en",76,"2024-11-27 10:37:00","","","","",,,,,236,78.67,79,3,3,"… The PRISMA 2020 statement replaces the 2009 statement … the PRISMA 2020 27-item checklist, an expanded checklist that details reporting recommendations for each item, the PRISMA …","https://scholar.google.com/scholar?output=instlink&q=info:rVsuy_KUd2MJ:scholar.google.com/&hl=en&as_sdt=2007&scillfp=13968444465089551481&oi=lle","https://scholar.google.com/scholar?q=related:rVsuy_KUd2MJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
117,"S Beghini, L Corradi, E Fioretto, A Gadea…","The focal plane detector of the magnetic spectrometer PRISMA",2005,"Nuclear Instruments and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168900205013501","https://scholar.google.com/scholar?cites=8274813174294223246&as_sdt=2005&sciodt=2007&hl=en",77,"2024-11-27 10:37:00","HTML","","","",,,,,117,6.16,23,5,19,"The characteristics and performance of the focal plane detector system developed for the magnetic spectrometer PRISMA are presented. It is composed of a multi-wire parallel plate …","https://www.sciencedirect.com/science/article/pii/S0168900205013501","https://scholar.google.com/scholar?q=related:jpmHfL0K1nIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
1089,"MJ Page, JE McKenzie, PM Bossuyt…","The PRISMA 2020 statement: an updated guideline for reporting systematic reviewsDeclaracion PRISMA 2020: una guia actualizada para la publicacion de …",2022,"… de Salud Publica …","europepmc.org","https://europepmc.org/article/pmc/9798848","https://scholar.google.com/scholar?cites=12476553629065482128&as_sdt=2005&sciodt=2007&hl=en",78,"2024-11-27 10:37:00","","","","",,,,,1089,544.50,272,4,2,"… A declaração PRISMA 2020 … PRISMA 2020 de 27 itens, uma lista de checagem expandida que detalha as recomendações para relato para cada item, a lista de checagem PRISMA …","https://scholar.google.com/scholar?output=instlink&q=info:kA-PCWyfJa0J:scholar.google.com/&hl=en&as_sdt=2007&scillfp=14722057022299458166&oi=lle","https://scholar.google.com/scholar?q=related:kA-PCWyfJa0J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
376,"M Abelha, S Fernandes, D Mesquita, F Seabra…","Graduate employability and competence development in higher education—A systematic literature review using PRISMA",2020,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/12/15/5900","https://scholar.google.com/scholar?cites=8104392841263724300&as_sdt=2005&sciodt=2007&hl=en",79,"2024-11-27 10:37:00","HTML","","","",,,,,376,94.00,75,5,4,"This paper aims to develop a systematic review on graduate employability and competence development, intending to present an international perspective on the matter. It analyses the …","https://www.mdpi.com/2071-1050/12/15/5900","https://scholar.google.com/scholar?q=related:DDe-p1mWeHAJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
125,"D Moher, A Liberati, J Tetzlaff, DG Altman, TP Group","Linee guida per il reporting di revisioni sistematiche e meta-analisi: il PRISMA Statement",2009,"PLoS Med","marcomarchetti.it","https://marcomarchetti.it/wp-content/uploads/2022/10/PRISMA-Italian-Statement.pdf","https://scholar.google.com/scholar?cites=15696535379657966922&as_sdt=2005&sciodt=2007&hl=en",80,"2024-11-27 10:37:00","PDF","","","",,,,,125,8.33,25,5,15,"… Anche se il focus del PRISMA è rappresentato dalle revisioni … se il PRISMA Statement può essere utile per l’analisi critica di revisioni sistematiche pubblicate, la checklist PRISMA non …","https://marcomarchetti.it/wp-content/uploads/2022/10/PRISMA-Italian-Statement.pdf","https://scholar.google.com/scholar?q=related:SkXdlMNL1dkJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
116,"J González de Dios…","Listas guía de comprobación de revisiones sistemáticas y metaanálisis: declaración PRISMA",2011,"Evid …","archivos.evidenciasenpediatria.es","https://archivos.evidenciasenpediatria.es/DetalleArticulo/_LLP3k9qgzIh7aNQBiadwmQH1vtdJ7DW4Na2i472Rz8-4L4-0IUwCS0hea82EwEC2rZQxQShaMXiS8qVw1cRm8w","https://scholar.google.com/scholar?cites=15805463086033067354&as_sdt=2005&sciodt=2007&hl=en",81,"2024-11-27 10:37:00","HTML","","","",,,,,116,8.92,58,2,13,"… La declaración PRISMA es una lista de comprobación con 27 puntos (frente a … PRISMA se convierte así en un avance significativo: a diferencia de QUOROM, la declaración PRISMA …","https://archivos.evidenciasenpediatria.es/DetalleArticulo/_LLP3k9qgzIh7aNQBiadwmQH1vtdJ7DW4Na2i472Rz8-4L4-0IUwCS0hea82EwEC2rZQxQShaMXiS8qVw1cRm8w","https://scholar.google.com/scholar?q=related:Wt2Mke9IWNsJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
91,"S Persson, S Veldman, P Bodin","PRISMA—A formation flying project in implementation phase",2009,"Acta Astronautica","Elsevier","https://www.sciencedirect.com/science/article/pii/S0094576509001854","https://scholar.google.com/scholar?cites=7671669865246018968&as_sdt=2005&sciodt=2007&hl=en",82,"2024-11-27 10:37:00","HTML","","","",,,,,91,6.07,30,3,15,"The PRISMA project for autonomous formation flying and rendezvous has passed its critical design review in February–March 2007. The project comprises two satellites which are an in-…","https://www.sciencedirect.com/science/article/pii/S0094576509001854","https://scholar.google.com/scholar?q=related:mM0OoBg_d2oJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
44,"AD Samala, T Usmeldi, T Taali, A Ambiyar…","Metaverse technologies in education: A systematic literature review using prisma.",2023,"Int. J. Emerg. Technol …","academia.edu","https://www.academia.edu/download/103025252/12801.pdf","https://scholar.google.com/scholar?cites=5839157582222365410&as_sdt=2005&sciodt=2007&hl=en",83,"2024-11-27 10:37:00","PDF","","","",,,,,44,44.00,9,5,1,"Metaverse technology is emerging as a global trend, offering virtual activities with real-world experiences. This paper presents a systematic review of research trends from 2012–2022 to …","https://www.academia.edu/download/103025252/12801.pdf","https://scholar.google.com/scholar?q=related:4pLkQ-LaCFEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
888,"N Panic, E Leoncini, G de Belvis, W Ricciardi, S Boccia","Evaluation of the endorsement of the preferred reporting items for systematic reviews and meta-analysis (PRISMA) statement on the quality of published …",2013,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083138","https://scholar.google.com/scholar?cites=4430312825284566368&as_sdt=2005&sciodt=2007&hl=en",84,"2024-11-27 10:37:00","HTML","","","",,,,,888,80.73,178,5,11,"Introduction PRISMA statement was published in 2009 in order to set standards in the reporting of systematic reviews and meta-analyses. Our aim was to evaluate the impact of PRISMA …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083138","https://scholar.google.com/scholar?q=related:YJ3xsgqiez0J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
47,"R Guarini, R Loizzo, C Facchinetti…","PRISMA hyperspectral mission products",2018,"IGARSS 2018-2018 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8517785/","https://scholar.google.com/scholar?cites=17480052700533025138&as_sdt=2005&sciodt=2007&hl=en",85,"2024-11-27 10:37:00","","","","",,,,,47,7.83,12,4,6,"… This paper defines the detailed PRISMA product types, specifying the content and process … into Level 2b and 2c PRISMA products. The Level 2c PRISMA product, in addition to the …","https://ieeexplore.ieee.org/iel7/8496405/8517275/08517785.pdf","https://scholar.google.com/scholar?q=related:culgXlGflfIJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
2430,"MDF McInnes, D Moher, BD Thombs, TA McGrath…","Preferred reporting items for a systematic review and meta-analysis of diagnostic test accuracy studies: the PRISMA-DTA statement",2018,"Jama","jamanetwork.com","https://jamanetwork.com/journals/jama/article-abstract/2670259","https://scholar.google.com/scholar?cites=5616175526521924610&as_sdt=2005&sciodt=2007&hl=en",86,"2024-11-27 10:37:00","","","","",,,,,2430,405.00,486,5,6,"… We aimed to develop the PRISMA diagnostic test accuracy guideline as a stand-alone extension of the PRISMA statement, modified to reflect the particular requirements for the …","https://jamanetwork.com/journals/jama/articlepdf/2670259/jama_McInnes_2018_sc_170005.pdf","https://scholar.google.com/scholar?q=related:AuyUtuKp8E0J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
56,"TTP Cortese, JFS Almeida, GQ Batista, JE Storopoli…","Understanding sustainable energy in the context of smart cities: a PRISMA review",2022,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/15/7/2382","https://scholar.google.com/scholar?cites=10933309370906095968&as_sdt=2005&sciodt=2007&hl=en",87,"2024-11-27 10:37:00","HTML","","","",,,,,56,28.00,11,5,2,"In the context of smart cities, sustainability is an essential dimension. One of the ways to achieve sustainability and reduce the emission of greenhouse gases in smart cities is through …","https://www.mdpi.com/1996-1073/15/7/2382","https://scholar.google.com/scholar?q=related:YLFOGPLqupcJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
117,"SS Serrano, IP Navarro…","¿ Cómo hacer una revisión sistemática siguiendo el protocolo PRISMA?: Usos y estrategias fundamentales para su aplicación en el ámbito educativo a través de un …",2022,"Bordón: Revista de …","dialnet.unirioja.es","https://dialnet.unirioja.es/servlet/articulo?codigo=8583045","https://scholar.google.com/scholar?cites=3104104292129683233&as_sdt=2005&sciodt=2007&hl=en",88,"2024-11-27 10:37:00","","","","",,,,,117,58.50,39,3,2,"… el contenido de la declaración PRISMA 2020 y su protocolo, … respuesta a los requerimientos de PRISMA 2020. El objetivo … aplicación del protocolo que establece PRISMA. MÉTODO. A …","https://dialnet.unirioja.es/descarga/articulo/8583045.pdf","https://scholar.google.com/scholar?q=related:IbcnTmj-EysJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
76,"D Montanari, E Farnea, S Leoni, G Pollarolo…","Response function of the magnetic spectrometer PRISMA",2011,"The European Physical …","Springer","https://link.springer.com/article/10.1140/epja/i2011-11004-9","https://scholar.google.com/scholar?cites=7971151314574859192&as_sdt=2005&sciodt=2007&hl=en",89,"2024-11-27 10:37:00","","10.1140/epja/i2011-11004-9","","",,,,,76,5.85,15,5,13,"… knowledge of the performances of PRISMA, both in terms of … In this paper we present a study of the response of PRISMA via … in coincidence with PRISMA by the γ array CLARA [4]. …","https://link.springer.com/content/pdf/10.1140/epja/i2011-11004-9.pdf","https://scholar.google.com/scholar?q=related:uFsfPOM3n24J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
684,"MJ Page, D Moher","Evaluations of the uptake and impact of the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) Statement and extensions: a …",2017,"Systematic reviews","Springer","https://link.springer.com/article/10.1186/s13643-017-0663-8","https://scholar.google.com/scholar?cites=14167972484157836478&as_sdt=2005&sciodt=2007&hl=en",90,"2024-11-27 10:37:00","HTML","10.1186/s13643-017-0663-8","","",,,,,684,97.71,342,2,7,"… (eg SR adherence to PRISMA, journal endorsement of PRISMA). One … PRISMA items across all SRs in the included studies and across SRs published after 2009 (the year PRISMA …","https://link.springer.com/article/10.1186/s13643-017-0663-8","https://scholar.google.com/scholar?q=related:voy8wei_nsQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
304,"W Dong, H Goost, XB Lin, C Burger, C Paul, ZL Wang…","Treatments for shoulder impingement syndrome: a PRISMA systematic review and network meta-analysis",2015,"Medicine","journals.lww.com","https://journals.lww.com/md-journal/fulltext/2015/03020/Treatments_for_Shoulder_Impingement_Syndrome__A.1.aspx","https://scholar.google.com/scholar?cites=4356765707018351147&as_sdt=2005&sciodt=2007&hl=en",91,"2024-11-27 10:37:00","HTML","","","",,,,,304,33.78,43,7,9,"… A PRISMA Systematic Review and Network Meta-Analysis … This study was based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) …","https://journals.lww.com/md-journal/fulltext/2015/03020/Treatments_for_Shoulder_Impingement_Syndrome__A.1.aspx","https://scholar.google.com/scholar?q=related:K7Ju0FNXdjwJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
124,"L Guanter, I Irakulis-Loitxate, J Gorroño…","Mapping methane point emissions with the PRISMA spaceborne imaging spectrometer",2021,"Remote Sensing of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0034425721003916","https://scholar.google.com/scholar?cites=11847433811155204415&as_sdt=2005&sciodt=2007&hl=en",92,"2024-11-27 10:37:00","HTML","","","",,,,,124,41.33,31,4,3,"… In this work, we evaluate the potential of PRISMA to map … -filter based algorithm applied to PRISMA spectra in the 2300 … of methane plumes with PRISMA, with retrieval precision errors …","https://www.sciencedirect.com/science/article/pii/S0034425721003916","https://scholar.google.com/scholar?q=related:P7nb5UeKaqQJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
153,"D Moher, L Shamseer, M Clarke, D Ghersi…","Ítems de referencia para publicar Protocolos de Revisiones Sistemáticas y Metaanálisis: Declaración PRISMA-P 2015",2016,"Revista Española de …","SciELO Espana","https://scielo.isciii.es/scielo.php?pid=S2174-51452016000200010&script=sci_arttext","https://scholar.google.com/scholar?cites=487594508229455808&as_sdt=2005&sciodt=2007&hl=en",93,"2024-11-27 10:37:00","HTML","","","",,,,,153,19.13,31,5,8,"… de PRISMA-P con los de la lista de verificación de PRISMA, lo … de PRISMA-P tienen su equivalente en la lista de PRISMA. … PRISMA no se adecuaban a la elaboración de un protocolo. …","https://scielo.isciii.es/scielo.php?pid=S2174-51452016000200010&script=sci_arttext","https://scholar.google.com/scholar?q=related:wK9yMZ9IxAYJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
111,"E Vangi, G D'Amico, S Francini, F Giannetti, B Lasserre…","The new hyperspectral satellite PRISMA: Imagery for forest types discrimination",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/4/1182","https://scholar.google.com/scholar?cites=15206101787943606639&as_sdt=2005&sciodt=2007&hl=en",94,"2024-11-27 10:37:00","HTML","","","",,,,,111,37.00,19,6,3,"… In this study, we compared the capabilities of the new PRISMA sensor against the well-known Sentinel-2 Multi-Spectral Instrument (MSI) in recognition of different forest types through a …","https://www.mdpi.com/1424-8220/21/4/1182","https://scholar.google.com/scholar?q=related:b5nPwALtBtMJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
101,"N Nasution, Y Yaswinda, I Maulana","Analisis pembelajaran berhitung melalui media prisma pintar pada anak usia dini",2019,"Jurnal Obsesi: Jurnal …","mail.obsesi.or.id","https://mail.obsesi.or.id/index.php/obsesi/article/view/311","https://scholar.google.com/scholar?cites=1281429760582860723&as_sdt=2005&sciodt=2007&hl=en",95,"2024-11-27 10:37:00","","","","",,,,,101,20.20,34,3,5,"Pembelajaran berhitung yang diberikan pada tingkat anak usia dini masih bersifat non formal, dimana anak belum sepenuhnya diberikan materi berhitung yang sebenarnya tetapi baru …","","https://scholar.google.com/scholar?q=related:s78n9JONyBEJ:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
156,"K Anflo, R Möllerberg","Flight demonstration of new thruster and green propellant technology on the PRISMA satellite",2009,"Acta Astronautica","Elsevier","https://www.sciencedirect.com/science/article/pii/S0094576509001970","https://scholar.google.com/scholar?cites=7932754220598929894&as_sdt=2005&sciodt=2007&hl=en",96,"2024-11-27 10:37:00","HTML","","","",,,,,156,10.40,78,2,15,"… system will be performed on PRISMA. PRISMA is an international technology demonstration … of the HPGP propulsion system for PRISMA. Compatibility issues related to using a new …","https://www.sciencedirect.com/science/article/pii/S0094576509001970","https://scholar.google.com/scholar?q=related:5qlHIe_NFm4J:scholar.google.com/&scioq=intitle:prisma%7Cintitle:%22%E4%BC%98%E5%85%88%E6%8A%A5%E5%91%8A%E6%9D%A1%E7%9B%AE%22&hl=en&as_sdt=2007"
